Examinee's ID,Which combination of the TOD did you administer?,Examinee's 5-digit zip code,Examinee's age in years,Examinee grade in school,Examinee's gender,PEL,"Is theˇexaminee of Hispanic, Latino, or Spanish origin?",Examinee's race/ethnicity
212041,TOD-S + TOD,60628,52,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,Black/African American
221009,TOD-S + TOD,13203,16,10,Female,HS_grad,No,Black/African American
234044,TOD-S + TOD,6610,11,6,Female,Bachelors degree or higher,No,Black/African American
241021,TOD-S + TOD-E,48111,6,K,Female,Bachelors degree or higher,No,White
248008,TOD-S + TOD,89131,7,2,Female,Bachelors degree or higher,No,White
248004,TOD-S + TOD,89122,7,1,Female,HS_grad,Yes,White
203017,TOD-S + TOD,68710,15,9,Female,Some College or associate's degree,No,White
253001,TOD-S + TOD,82801,7,3,Female,Bachelors degree or higher,Yes,White
203002,TOD-S + TOD-E,68710,7,1,Male,Some College or associate's degree,No,White
223004,TOD-S + TOD-E,78538,8,2,Male,Did not complete high school,Yes,White
204005,TOD-S + TOD,39560,12,6,Male,Bachelors degree or higher,No,White
212009,TOD-S + TOD,60609,13,8,Female,HS_grad,No,Black/African American
207002,TOD-S + TOD-E,60643,5,K,Female,HS_grad,No,White
212008,TOD-S + TOD,60609,14,8,Female,HS_grad,No,Black/African American
260003,TOD-S + TOD,19701,9,3,Female,Did not complete high school,No,White
207001,TOD-S + TOD-E,60620,6,K,Male,Some College or associate's degree,No,Black/African American
217007,TOD-S + TOD-E,6002,7,1,Male,HS_grad,No,White
217013,TOD-S + TOD-E,6002,8,2,Male,Some College or associate's degree,No,Black/African American
217010,TOD-S + TOD-E,6002,9,2,Male,Some College or associate's degree,No,Black/African American
217003,TOD-S + TOD-E,6002,7,1,Male,Some College or associate's degree,No,Black/African American
217009,TOD-S + TOD-E,6002,9,2,Male,HS_grad,No,Black/African American
217006,TOD-S + TOD-E,6002,8,1,Male,HS_grad,No,Black/African American
217005,TOD-S + TOD-E,6002,6,1,Male,HS_grad,No,Black/African American
217012,TOD-S + TOD-E,6002,8,2,Female,HS_grad,No,White
217011,TOD-S + TOD-E,6002,8,2,Male,HS_grad,No,Black/African American
217008,TOD-S + TOD-E,6002,7,2,Male,HS_grad,No,Other / Multiracial
217002,TOD-S + TOD-E,6002,6,1,Male,Some College or associate's degree,No,Black/African American
217004,TOD-S + TOD-E,6002,7,1,Female,Bachelors degree or higher,No,Black/African American
217001,TOD-S + TOD-E,6002,6,K,Male,HS_grad,No,Black/African American
214019,TOD-S + TOD,76643,21,College - Freshman,Male,Some College or associate's degree,Yes,Other / Multiracial
214018,TOD-S + TOD,76643,17,11,Female,Some College or associate's degree,No,American Indian/Alaska Native
214017,TOD-S + TOD,76643,13,8,Male,Some College or associate's degree,Yes,Other / Multiracial
214014,TOD-S + TOD,76712,10,5,Female,Bachelors degree or higher,Yes,Other / Multiracial
214016,TOD-S + TOD-E,76643,7,1,Male,Bachelors degree or higher,No,White
214013,TOD-S + TOD,76712,13,7,Female,Bachelors degree or higher,Yes,Other / Multiracial
258003,TOD-S + TOD,94020,57,College - Freshman,Female,Some College or associate's degree,No,White
258002,TOD-S + TOD,94020,71,College - Freshman,Male,Some College or associate's degree,No,White
214015,TOD-S + TOD,76643,10,4,Female,Bachelors degree or higher,No,Other / Multiracial
214012,TOD-S + TOD,76708,11,6,Male,Bachelors degree or higher,No,White
223011,TOD-S + TOD,78538,12,6,Female,Did not complete high school,Yes,White
214011,TOD-S + TOD,76708,39,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
214010,TOD-S + TOD,76643,41,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,Other / Multiracial
223008,TOD-S + TOD,78538,10,4,Male,Did not complete high school,Yes,White
264006,TOD-S + TOD,37932,13,7,Female,Bachelors degree or higher,No,White
264005,TOD-S + TOD,37760,20,College - Junior,Female,Bachelors degree or higher,No,White
264004,TOD-S + TOD,37760,18,12,Female,Bachelors degree or higher,No,White
212023,TOD-S + TOD,60620,17,11,Male,HS_grad,No,Black/African American
238001,TOD-S + TOD,67058,20,College - Junior,Female,Some College or associate's degree,No,White
221008,TOD-S + TOD,13203,15,10,Female,HS_grad,No,Black/African American
260004,TOD-S + TOD,19701,7,2,Male,Bachelors degree or higher,No,White
244028,TOD-S + TOD,7305,12,5,Male,Did not complete high school,No,Black/African American
241014,TOD-S + TOD,48111,9,4,Female,Some College or associate's degree,Yes,Other / Multiracial
241019,TOD-S + TOD-E,48111,7,1,Male,Bachelors degree or higher,No,White
201010,TOD-S + TOD-E,27045,8,2,Male,Bachelors degree or higher,No,White
201018,TOD-S + TOD-E,27045,7,2,Female,Bachelors degree or higher,No,White
264003,TOD-S + TOD,37932,15,10,Male,Did not complete high school,No,White
264002,TOD-S + TOD,37923,18,12,Female,Did not complete high school,No,Other / Multiracial
264001,TOD-S + TOD,37932,62,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
206015,TOD-S + TOD,1520,30,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
251005,TOD-S + TOD,34997,13,7,Female,Bachelors degree or higher,No,White
251004,TOD-S + TOD,34997,17,11,Female,Bachelors degree or higher,No,White
251003,TOD-S + TOD,34997,11,6,Male,Bachelors degree or higher,No,White
221007,TOD-S + TOD,13203,15,10,Male,HS_grad,No,Black/African American
220005,TOD-S + TOD-E,60423,6,K,Male,Some College or associate's degree,No,Black/African American
244037,TOD-S + TOD,7305,13,6,Female,HS_grad,No,Black/African American
220004,TOD-S + TOD-E,60423,6,K,Male,HS_grad,No,Black/African American
220003,TOD-S + TOD-E,60423,5,K,Male,HS_grad,No,Black/African American
220002,TOD-S + TOD-E,60423,5,K,Male,Bachelors degree or higher,No,White
220001,TOD-S + TOD-E,60423,6,K,Male,HS_grad,No,Black/African American
241017,TOD-S + TOD,48111,10,4,Male,HS_grad,No,White
226025,TOD-S + TOD,46220,14,8,Female,Bachelors degree or higher,No,White
258001,TOD-S + TOD,94020,20,College - Freshman,Male,Some College or associate's degree,No,White
248016,TOD-S + TOD,89134,18,12,Female,Some College or associate's degree,No,White
240012,TOD-S + TOD-E,74578,6,K,Female,Bachelors degree or higher,No,American Indian/Alaska Native
205012,TOD-S + TOD,20854,10,4,Male,Bachelors degree or higher,No,White
205014,TOD-S + TOD-E,20878,7,1,Male,HS_grad,No,Black/African American
212030,TOD-S + TOD,60620,27,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,Black/African American
209003,TOD-S + TOD,85719,22,College - Senior,Male,Some College or associate's degree,No,White
239018,TOD-S + TOD,15601,80,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,White
223041,TOD-S + TOD,78538,44,Not Applicable / NOT IN SCHOOL,Female,HS_grad,Yes,White
260002,TOD-S + TOD,19702,8,2,Female,Bachelors degree or higher,No,White
223050,TOD-S + TOD,78577,41,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,Yes,White
223021,TOD-S + TOD,78577,14,8,Male,Some College or associate's degree,Yes,White
206013,TOD-S + TOD,1527,29,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
201046,TOD-S + TOD,28146,37,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
206006,TOD-S + TOD,1590,33,College - Sophomore,Male,Some College or associate's degree,No,White
248006,TOD-S + TOD,89146,9,4,Female,HS_grad,No,Black/African American
216005,TOD-S + TOD,85716,17,11,Female,Bachelors degree or higher,No,White
216007,TOD-S + TOD,85741,14,9,Female,Bachelors degree or higher,No,American Indian/Alaska Native
260001,TOD-S + TOD,19701,11,5,Male,Did not complete high school,No,White
203020,TOD-S + TOD,57069,20,College - Sophomore,Male,Bachelors degree or higher,No,White
240014,TOD-S + TOD,74563,10,4,Female,HS_grad,No,American Indian/Alaska Native
205008,TOD-S + TOD-E,20723,8,2,Male,Bachelors degree or higher,No,White
248010,TOD-S + TOD,89108,20,College - Junior,Female,Some College or associate's degree,No,White
255004,TOD-S + TOD,29483,11,5,Male,Some College or associate's degree,No,Black/African American
