norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,risk
age,eddiw,598,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,599,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,600,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,601,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,602,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,603,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,604,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,605,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,606,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,607,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,608,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,609,66,63 - 69,62 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,610,66,63 - 69,62 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,611,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,612,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,613,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,614,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,615,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,616,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,617,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,618,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,619,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,620,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,621,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,622,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,623,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,624,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,625,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,626,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,eddiw,627,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,628,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,629,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,630,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,631,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,632,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,633,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,634,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,635,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,636,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,637,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,638,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
age,eddiw,639,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
age,eddiw,640,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
age,eddiw,641,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
age,eddiw,642,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
age,eddiw,643,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,644,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,645,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,646,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,647,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,648,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,649,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,650,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,651,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,652,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,eddiw,653,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,654,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,655,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,656,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,657,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,658,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,659,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,660,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,661,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,662,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,663,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,664,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,665,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,666,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
age,eddiw,667,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,668,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,669,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,670,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,671,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,672,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,673,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,674,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
age,eddiw,675,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,676,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,677,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,678,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,679,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,680,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,681,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,682,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,683,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,684,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
age,eddiw,685,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
age,eddiw,686,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
age,eddiw,687,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
age,eddiw,688,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
age,eddiw,689,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
age,eddiw,690,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
age,eddiw,691,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiw,692,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiw,693,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiw,694,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiw,695,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiw,696,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiw,697,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiw,698,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiw,699,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiw,700,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiw,701,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiw,702,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiw,703,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiw,704,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
age,eddiw,705,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
age,eddiw,706,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
age,eddiw,707,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiw,708,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiw,709,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiw,710,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiw,711,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiw,712,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
age,eddiw,713,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
age,eddiw,714,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
age,eddiw,715,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
age,eddiw,716,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
age,eddiw,717,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
age,eddiw,718,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
age,eddiw,719,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
age,eddiw,720,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
age,eddiw,721,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
age,eddiw,722,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
age,eddiw,723,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiw,724,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiw,725,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiw,726,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiw,727,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiw,728,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiw,729,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiw,730,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiw,731,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiw,732,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiw,733,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiw,734,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiw,735,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiw,736,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiw,737,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiw,738,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiw,739,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiw,740,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiw,741,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiw,742,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiw,743,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiw,744,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiw,745,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiw,746,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiw,747,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiw,748,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiw,749,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiw,750,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiw,751,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiw,752,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiw,753,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiw,754,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiw,755,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiw,756,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiw,757,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiw,758,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiw,759,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiw,760,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiw,761,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiw,762,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiw,763,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiw,764,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiw,765,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiw,766,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiw,767,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiw,768,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiw,769,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
age,eddiw,770,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
age,eddiw,771,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
age,eddiw,772,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
age,eddiw,773,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
age,eddiw,774,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiw,775,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiw,776,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiw,777,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiw,778,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiw,779,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,780,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,781,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,782,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,783,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,784,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,785,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,786,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
age,eddiw,787,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
age,eddiw,788,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
