test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
ernle,90,95,98,118,109 - 127,107 - 129,88,8:6 to 9:3,Above Average
ernle,90,95,99,119,110 - 128,108 - 130,90,8:6 to 9:3,Above Average
ernle,90,95,100,120,111 - 129,109 - 130,91,> stop age,Well Above Average
ernle,90,95,101,121,112 - 130,110 - 130,92,> stop age,Well Above Average
ernle,90,95,102,122,113 - 130,111 - 130,93,> stop age,Well Above Average
ernle,90,95,103,123,114 - 130,112 - 130,94,> stop age,Well Above Average
ernle,90,95,104,124,115 - 130,113 - 130,95,> stop age,Well Above Average
ernle,90,95,105,125,116 - 130,114 - 130,95,> stop age,Well Above Average
ernle,90,95,106,127,118 - 130,116 - 130,96,> stop age,Well Above Average
ernle,90,95,107,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,90,95,108,129,120 - 130,118 - 130,97,> stop age,Well Above Average
ernle,90,95,109,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,110,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,111,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,112,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,113,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,114,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,115,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,116,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,117,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,118,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,119,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,120,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,0,48,40 - 57,40 - 59,<.1,< start age,Significantly Below Average
ernle,96,101,1,49,40 - 58,40 - 60,<.1,< start age,Significantly Below Average
ernle,96,101,2,49,40 - 58,40 - 60,<.1,< start age,Significantly Below Average
ernle,96,101,3,50,41 - 59,40 - 61,0.1,< start age,Significantly Below Average
ernle,96,101,4,51,42 - 60,40 - 62,0.1,< start age,Significantly Below Average
ernle,96,101,5,51,42 - 60,40 - 62,0.1,< start age,Significantly Below Average
ernle,96,101,6,52,43 - 61,41 - 63,0.1,< start age,Significantly Below Average
ernle,96,101,7,52,43 - 61,41 - 63,0.1,< start age,Significantly Below Average
ernle,96,101,8,53,44 - 62,42 - 64,0.1,< start age,Significantly Below Average
ernle,96,101,9,53,44 - 62,42 - 64,0.1,< start age,Significantly Below Average
ernle,96,101,10,54,45 - 63,43 - 65,0.1,< start age,Significantly Below Average
ernle,96,101,11,55,46 - 64,44 - 66,0.1,< start age,Significantly Below Average
ernle,96,101,12,55,46 - 64,44 - 66,0.1,< start age,Significantly Below Average
ernle,96,101,13,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,96,101,14,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,96,101,15,57,48 - 66,46 - 68,0.2,< start age,Significantly Below Average
ernle,96,101,16,57,48 - 66,46 - 68,0.2,< start age,Significantly Below Average
ernle,96,101,17,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,96,101,18,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,96,101,19,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,96,101,20,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,96,101,21,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,96,101,22,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,96,101,23,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,96,101,24,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,96,101,25,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,96,101,26,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,96,101,27,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,96,101,28,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,96,101,29,65,56 - 74,54 - 76,1,< start age,Significantly Below Average
ernle,96,101,30,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,96,101,31,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,96,101,32,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,96,101,33,67,58 - 76,56 - 78,1,5:0 to 5:3,Significantly Below Average
ernle,96,101,34,68,59 - 77,57 - 79,2,5:0 to 5:3,Significantly Below Average
ernle,96,101,35,68,59 - 77,57 - 79,2,5:0 to 5:3,Significantly Below Average
ernle,96,101,36,69,60 - 78,58 - 80,2,5:0 to 5:3,Significantly Below Average
ernle,96,101,37,70,61 - 79,59 - 81,2,5:0 to 5:3,Well Below Average
ernle,96,101,38,70,61 - 79,59 - 81,2,5:0 to 5:3,Well Below Average
ernle,96,101,39,71,62 - 80,60 - 82,3,5:0 to 5:3,Well Below Average
ernle,96,101,40,71,62 - 80,60 - 82,3,5:0 to 5:3,Well Below Average
ernle,96,101,41,72,63 - 81,61 - 83,3,5:4 to 5:7,Well Below Average
ernle,96,101,42,73,64 - 82,62 - 84,4,5:4 to 5:7,Well Below Average
ernle,96,101,43,73,64 - 82,62 - 84,4,5:4 to 5:7,Well Below Average
ernle,96,101,44,74,65 - 83,63 - 85,4,5:4 to 5:7,Well Below Average
ernle,96,101,45,74,65 - 83,63 - 85,4,5:8 to 5:11,Well Below Average
ernle,96,101,46,75,66 - 84,64 - 86,5,5:8 to 5:11,Well Below Average
ernle,96,101,47,76,67 - 85,65 - 87,5,5:8 to 5:11,Well Below Average
ernle,96,101,48,76,67 - 85,65 - 87,5,5:8 to 5:11,Well Below Average
ernle,96,101,49,77,68 - 86,66 - 88,6,5:8 to 5:11,Well Below Average
ernle,96,101,50,77,68 - 86,66 - 88,6,5:8 to 5:11,Well Below Average
ernle,96,101,51,78,69 - 87,67 - 89,7,6:0 to 6:5,Well Below Average
ernle,96,101,52,79,70 - 88,68 - 90,8,6:0 to 6:5,Well Below Average
ernle,96,101,53,79,70 - 88,68 - 90,8,6:0 to 6:5,Well Below Average
ernle,96,101,54,80,71 - 89,69 - 91,9,6:0 to 6:5,Below Average
ernle,96,101,55,80,71 - 89,69 - 91,9,6:0 to 6:5,Below Average
ernle,96,101,56,81,72 - 90,70 - 92,10,6:0 to 6:5,Below Average
ernle,96,101,57,82,73 - 91,71 - 93,12,6:6 to 6:11,Below Average
ernle,96,101,58,82,73 - 91,71 - 93,12,6:6 to 6:11,Below Average
ernle,96,101,59,83,74 - 92,72 - 94,13,6:6 to 6:11,Below Average
ernle,96,101,60,83,74 - 92,72 - 94,13,6:6 to 6:11,Below Average
ernle,96,101,61,84,75 - 93,73 - 95,14,6:6 to 6:11,Below Average
ernle,96,101,62,85,76 - 94,74 - 96,16,6:6 to 6:11,Below Average
ernle,96,101,63,85,76 - 94,74 - 96,16,6:6 to 6:11,Below Average
ernle,96,101,64,86,77 - 95,75 - 97,18,6:6 to 6:11,Below Average
ernle,96,101,65,87,78 - 96,76 - 98,19,6:6 to 6:11,Below Average
ernle,96,101,66,87,78 - 96,76 - 98,19,7:0 to 7:5,Below Average
ernle,96,101,67,88,79 - 97,77 - 99,21,7:0 to 7:5,Below Average
ernle,96,101,68,89,80 - 98,78 - 100,23,7:0 to 7:5,Below Average
ernle,96,101,69,89,80 - 98,78 - 100,23,7:0 to 7:5,Below Average
ernle,96,101,70,90,81 - 99,79 - 101,25,7:0 to 7:5,Average
ernle,96,101,71,91,82 - 100,80 - 102,27,7:0 to 7:5,Average
ernle,96,101,72,91,82 - 100,80 - 102,27,7:0 to 7:5,Average
ernle,96,101,73,92,83 - 101,81 - 103,30,7:0 to 7:5,Average
ernle,96,101,74,93,84 - 102,82 - 104,32,7:6 to 7:11,Average
ernle,96,101,75,93,84 - 102,82 - 104,32,7:6 to 7:11,Average
ernle,96,101,76,94,85 - 103,83 - 105,34,7:6 to 7:11,Average
ernle,96,101,77,95,86 - 104,84 - 106,37,7:6 to 7:11,Average
ernle,96,101,78,96,87 - 105,85 - 107,39,7:6 to 7:11,Average
ernle,96,101,79,97,88 - 106,86 - 108,42,7:6 to 7:11,Average
ernle,96,101,80,98,89 - 107,87 - 109,45,8:0 to 8:5,Average
ernle,96,101,81,99,90 - 108,88 - 110,47,8:0 to 8:5,Average
ernle,96,101,82,100,91 - 109,89 - 111,50,8:0 to 8:5,Average
ernle,96,101,83,100,91 - 109,89 - 111,50,8:0 to 8:5,Average
ernle,96,101,84,101,92 - 110,90 - 112,53,8:0 to 8:5,Average
ernle,96,101,85,101,92 - 110,90 - 112,53,8:0 to 8:5,Average
ernle,96,101,86,102,93 - 111,91 - 113,55,8:0 to 8:5,Average
ernle,96,101,87,102,93 - 111,91 - 113,55,8:0 to 8:5,Average
ernle,96,101,88,103,94 - 112,92 - 114,58,8:0 to 8:5,Average
ernle,96,101,89,104,95 - 113,93 - 115,61,8:6 to 9:3,Average
ernle,96,101,90,105,96 - 114,94 - 116,63,8:6 to 9:3,Average
ernle,96,101,91,105,96 - 114,94 - 116,63,8:6 to 9:3,Average
ernle,96,101,92,106,97 - 115,95 - 117,66,8:6 to 9:3,Average
ernle,96,101,93,107,98 - 116,96 - 118,68,8:6 to 9:3,Average
ernle,96,101,94,108,99 - 117,97 - 119,70,8:6 to 9:3,Average
ernle,96,101,95,109,100 - 118,98 - 120,73,8:6 to 9:3,Average
ernle,96,101,96,110,101 - 119,99 - 121,75,8:6 to 9:3,Above Average
ernle,96,101,97,111,102 - 120,100 - 122,77,8:6 to 9:3,Above Average
ernle,96,101,98,112,103 - 121,101 - 123,79,8:6 to 9:3,Above Average
ernle,96,101,99,113,104 - 122,102 - 124,81,8:6 to 9:3,Above Average
ernle,96,101,100,114,105 - 123,103 - 125,82,> stop age,Above Average
ernle,96,101,101,115,106 - 124,104 - 126,84,> stop age,Above Average
ernle,96,101,102,116,107 - 125,105 - 127,86,> stop age,Above Average
ernle,96,101,103,117,108 - 126,106 - 128,87,> stop age,Above Average
ernle,96,101,104,118,109 - 127,107 - 129,88,> stop age,Above Average
ernle,96,101,105,119,110 - 128,108 - 130,90,> stop age,Above Average
ernle,96,101,106,121,112 - 130,110 - 130,92,> stop age,Well Above Average
ernle,96,101,107,122,113 - 130,111 - 130,93,> stop age,Well Above Average
ernle,96,101,108,123,114 - 130,112 - 130,94,> stop age,Well Above Average
ernle,96,101,109,125,116 - 130,114 - 130,95,> stop age,Well Above Average
ernle,96,101,110,127,118 - 130,116 - 130,96,> stop age,Well Above Average
ernle,96,101,111,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,96,101,112,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,113,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,114,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,115,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,116,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,117,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,118,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,119,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,96,101,120,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,102,117,0,45,40 - 54,40 - 56,<.1,< start age,Significantly Below Average
ernle,102,117,1,45,40 - 54,40 - 56,<.1,< start age,Significantly Below Average
ernle,102,117,2,46,40 - 55,40 - 57,<.1,< start age,Significantly Below Average
ernle,102,117,3,47,40 - 56,40 - 58,<.1,< start age,Significantly Below Average
ernle,102,117,4,47,40 - 56,40 - 58,<.1,< start age,Significantly Below Average
ernle,102,117,5,48,40 - 57,40 - 59,<.1,< start age,Significantly Below Average
ernle,102,117,6,48,40 - 57,40 - 59,<.1,< start age,Significantly Below Average
ernle,102,117,7,49,40 - 58,40 - 60,<.1,< start age,Significantly Below Average
ernle,102,117,8,49,40 - 58,40 - 60,<.1,< start age,Significantly Below Average
ernle,102,117,9,50,41 - 59,40 - 61,0.1,< start age,Significantly Below Average
ernle,102,117,10,50,41 - 59,40 - 61,0.1,< start age,Significantly Below Average
ernle,102,117,11,51,42 - 60,40 - 62,0.1,< start age,Significantly Below Average
ernle,102,117,12,51,42 - 60,40 - 62,0.1,< start age,Significantly Below Average
ernle,102,117,13,52,43 - 61,41 - 63,0.1,< start age,Significantly Below Average
ernle,102,117,14,52,43 - 61,41 - 63,0.1,< start age,Significantly Below Average
ernle,102,117,15,53,44 - 62,42 - 64,0.1,< start age,Significantly Below Average
ernle,102,117,16,53,44 - 62,42 - 64,0.1,< start age,Significantly Below Average
ernle,102,117,17,54,45 - 63,43 - 65,0.1,< start age,Significantly Below Average
ernle,102,117,18,54,45 - 63,43 - 65,0.1,< start age,Significantly Below Average
ernle,102,117,19,55,46 - 64,44 - 66,0.1,< start age,Significantly Below Average
ernle,102,117,20,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,102,117,21,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,102,117,22,57,48 - 66,46 - 68,0.2,< start age,Significantly Below Average
ernle,102,117,23,57,48 - 66,46 - 68,0.2,< start age,Significantly Below Average
ernle,102,117,24,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,102,117,25,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,102,117,26,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,102,117,27,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,102,117,28,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,102,117,29,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,102,117,30,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,102,117,31,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,102,117,32,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,102,117,33,62,53 - 71,51 - 73,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,34,63,54 - 72,52 - 74,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,35,63,54 - 72,52 - 74,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,36,64,55 - 73,53 - 75,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,37,65,56 - 74,54 - 76,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,38,65,56 - 74,54 - 76,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,39,66,57 - 75,55 - 77,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,40,66,57 - 75,55 - 77,1,5:0 to 5:3,Significantly Below Average
ernle,102,117,41,67,58 - 76,56 - 78,1,5:4 to 5:7,Significantly Below Average
ernle,102,117,42,67,58 - 76,56 - 78,1,5:4 to 5:7,Significantly Below Average
ernle,102,117,43,68,59 - 77,57 - 79,2,5:4 to 5:7,Significantly Below Average
ernle,102,117,44,68,59 - 77,57 - 79,2,5:4 to 5:7,Significantly Below Average
ernle,102,117,45,69,60 - 78,58 - 80,2,5:8 to 5:11,Significantly Below Average
ernle,102,117,46,69,60 - 78,58 - 80,2,5:8 to 5:11,Significantly Below Average
ernle,102,117,47,70,61 - 79,59 - 81,2,5:8 to 5:11,Well Below Average
ernle,102,117,48,71,62 - 80,60 - 82,3,5:8 to 5:11,Well Below Average
ernle,102,117,49,71,62 - 80,60 - 82,3,5:8 to 5:11,Well Below Average
ernle,102,117,50,72,63 - 81,61 - 83,3,5:8 to 5:11,Well Below Average
ernle,102,117,51,72,63 - 81,61 - 83,3,6:0 to 6:5,Well Below Average
ernle,102,117,52,73,64 - 82,62 - 84,4,6:0 to 6:5,Well Below Average
ernle,102,117,53,73,64 - 82,62 - 84,4,6:0 to 6:5,Well Below Average
ernle,102,117,54,74,65 - 83,63 - 85,4,6:0 to 6:5,Well Below Average
ernle,102,117,55,74,65 - 83,63 - 85,4,6:0 to 6:5,Well Below Average
ernle,102,117,56,75,66 - 84,64 - 86,5,6:0 to 6:5,Well Below Average
ernle,102,117,57,76,67 - 85,65 - 87,5,6:6 to 6:11,Well Below Average
ernle,102,117,58,76,67 - 85,65 - 87,5,6:6 to 6:11,Well Below Average
ernle,102,117,59,77,68 - 86,66 - 88,6,6:6 to 6:11,Well Below Average
ernle,102,117,60,77,68 - 86,66 - 88,6,6:6 to 6:11,Well Below Average
ernle,102,117,61,78,69 - 87,67 - 89,7,6:6 to 6:11,Well Below Average
ernle,102,117,62,78,69 - 87,67 - 89,7,6:6 to 6:11,Well Below Average
ernle,102,117,63,79,70 - 88,68 - 90,8,6:6 to 6:11,Well Below Average
ernle,102,117,64,80,71 - 89,69 - 91,9,6:6 to 6:11,Below Average
ernle,102,117,65,80,71 - 89,69 - 91,9,6:6 to 6:11,Below Average
ernle,102,117,66,81,72 - 90,70 - 92,10,7:0 to 7:5,Below Average
ernle,102,117,67,81,72 - 90,70 - 92,10,7:0 to 7:5,Below Average
ernle,102,117,68,82,73 - 91,71 - 93,12,7:0 to 7:5,Below Average
ernle,102,117,69,83,74 - 92,72 - 94,13,7:0 to 7:5,Below Average
ernle,102,117,70,83,74 - 92,72 - 94,13,7:0 to 7:5,Below Average
ernle,102,117,71,84,75 - 93,73 - 95,14,7:0 to 7:5,Below Average
ernle,102,117,72,84,75 - 93,73 - 95,14,7:0 to 7:5,Below Average
ernle,102,117,73,85,76 - 94,74 - 96,16,7:0 to 7:5,Below Average
ernle,102,117,74,86,77 - 95,75 - 97,18,7:6 to 7:11,Below Average
ernle,102,117,75,86,77 - 95,75 - 97,18,7:6 to 7:11,Below Average
ernle,102,117,76,87,78 - 96,76 - 98,19,7:6 to 7:11,Below Average
ernle,102,117,77,88,79 - 97,77 - 99,21,7:6 to 7:11,Below Average
ernle,102,117,78,88,79 - 97,77 - 99,21,7:6 to 7:11,Below Average
ernle,102,117,79,89,80 - 98,78 - 100,23,7:6 to 7:11,Below Average
ernle,102,117,80,90,81 - 99,79 - 101,25,8:0 to 8:5,Average
ernle,102,117,81,90,81 - 99,79 - 101,25,8:0 to 8:5,Average
ernle,102,117,82,91,82 - 100,80 - 102,27,8:0 to 8:5,Average
ernle,102,117,83,92,83 - 101,81 - 103,30,8:0 to 8:5,Average
ernle,102,117,84,92,83 - 101,81 - 103,30,8:0 to 8:5,Average
ernle,102,117,85,93,84 - 102,82 - 104,32,8:0 to 8:5,Average
ernle,102,117,86,94,85 - 103,83 - 105,34,8:0 to 8:5,Average
ernle,102,117,87,95,86 - 104,84 - 106,37,8:0 to 8:5,Average
ernle,102,117,88,95,86 - 104,84 - 106,37,8:0 to 8:5,Average
ernle,102,117,89,96,87 - 105,85 - 107,39,8:6 to 9:3,Average
ernle,102,117,90,97,88 - 106,86 - 108,42,8:6 to 9:3,Average
ernle,102,117,91,98,89 - 107,87 - 109,45,8:6 to 9:3,Average
ernle,102,117,92,99,90 - 108,88 - 110,47,8:6 to 9:3,Average
ernle,102,117,93,99,90 - 108,88 - 110,47,8:6 to 9:3,Average
ernle,102,117,94,100,91 - 109,89 - 111,50,8:6 to 9:3,Average
ernle,102,117,95,101,92 - 110,90 - 112,53,8:6 to 9:3,Average
ernle,102,117,96,102,93 - 111,91 - 113,55,8:6 to 9:3,Average
ernle,102,117,97,103,94 - 112,92 - 114,58,8:6 to 9:3,Average
ernle,102,117,98,104,95 - 113,93 - 115,61,8:6 to 9:3,Average
ernle,102,117,99,105,96 - 114,94 - 116,63,8:6 to 9:3,Average
ernle,102,117,100,106,97 - 115,95 - 117,66,> stop age,Average
ernle,102,117,101,107,98 - 116,96 - 118,68,> stop age,Average
ernle,102,117,102,108,99 - 117,97 - 119,70,> stop age,Average
ernle,102,117,103,109,100 - 118,98 - 120,73,> stop age,Average
ernle,102,117,104,110,101 - 119,99 - 121,75,> stop age,Above Average
ernle,102,117,105,111,102 - 120,100 - 122,77,> stop age,Above Average
ernle,102,117,106,113,104 - 122,102 - 124,81,> stop age,Above Average
ernle,102,117,107,114,105 - 123,103 - 125,82,> stop age,Above Average
ernle,102,117,108,116,107 - 125,105 - 127,86,> stop age,Above Average
ernle,102,117,109,118,109 - 127,107 - 129,88,> stop age,Above Average
ernle,102,117,110,120,111 - 129,109 - 130,91,> stop age,Well Above Average
ernle,102,117,111,123,114 - 130,112 - 130,94,> stop age,Well Above Average
ernle,102,117,112,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,113,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,114,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,115,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,116,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,117,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,118,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,119,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,102,117,120,128,119 - 130,117 - 130,97,> stop age,Well Above Average
lswe,60,63,0,61,,,0.5,< start age,Significantly Below Average
lswe,60,63,1,65,,,1,< start age,Significantly Below Average
lswe,60,63,2,69,,,2,< start age,Significantly Below Average
lswe,60,63,3,73,,,4,< start age,Well Below Average
lswe,60,63,4,76,,,5,< start age,Well Below Average
lswe,60,63,5,80,,,9,< start age,Below Average
lswe,60,63,6,83,,,13,< start age,Below Average
lswe,60,63,7,87,,,19,< start age,Below Average
lswe,60,63,8,90,,,25,< start age,Average
lswe,60,63,9,93,,,32,< start age,Average
lswe,60,63,10,96,,,39,5:0 to 5:3,Average
lswe,60,63,11,99,,,47,5:0 to 5:3,Average
lswe,60,63,12,101,,,53,5:0 to 5:3,Average
lswe,60,63,13,104,,,61,5:4 to 5:7,Average
lswe,60,63,14,107,,,68,5:4 to 5:7,Average
lswe,60,63,15,109,,,73,5:4 to 5:7,Average
lswe,60,63,16,112,,,79,5:8 to 5:11,Above Average
lswe,60,63,17,114,,,82,5:8 to 5:11,Above Average
lswe,60,63,18,116,,,86,5:8 to 5:11,Above Average
lswe,60,63,19,119,,,90,6:0 to 6:5,Above Average
lswe,60,63,20,121,,,92,6:0 to 6:5,Well Above Average
lswe,60,63,21,123,,,94,6:0 to 6:5,Well Above Average
lswe,60,63,22,125,,,95,6:0 to 6:5,Well Above Average
lswe,60,63,23,127,,,96,6:6 to 6:11,Well Above Average
lswe,60,63,24,129,,,97,6:6 to 6:11,Well Above Average
lswe,60,63,25,130,,,98,6:6 to 6:11,Well Above Average
lswe,60,63,26,130,,,98,6:6 to 6:11,Well Above Average
lswe,60,63,27,130,,,98,6:6 to 6:11,Well Above Average
lswe,60,63,28,130,,,98,7:0 to 7:5,Well Above Average
lswe,60,63,29,130,,,98,7:0 to 7:5,Well Above Average
lswe,60,63,30,130,,,98,7:0 to 7:5,Well Above Average
lswe,60,63,31,130,,,98,7:0 to 7:5,Well Above Average
lswe,60,63,32,130,,,98,7:6 to 7:11,Well Above Average
lswe,60,63,33,130,,,98,7:6 to 7:11,Well Above Average
lswe,60,63,34,130,,,98,8:0 to 8:5,Well Above Average
lswe,60,63,35,130,,,98,8:0 to 8:5,Well Above Average
lswe,60,63,36,130,,,98,8:6 to 9:3,Well Above Average
lswe,60,63,37,130,,,98,8:6 to 9:3,Well Above Average
lswe,60,63,38,130,,,98,8:6 to 9:3,Well Above Average
lswe,64,67,0,61,,,0.5,< start age,Significantly Below Average
lswe,64,67,1,64,,,1,< start age,Significantly Below Average
lswe,64,67,2,67,,,1,< start age,Significantly Below Average
lswe,64,67,3,71,,,3,< start age,Well Below Average
lswe,64,67,4,74,,,4,< start age,Well Below Average
lswe,64,67,5,77,,,6,< start age,Well Below Average
lswe,64,67,6,80,,,9,< start age,Below Average
lswe,64,67,7,82,,,12,< start age,Below Average
lswe,64,67,8,85,,,16,< start age,Below Average
lswe,64,67,9,88,,,21,< start age,Below Average
lswe,64,67,10,91,,,27,5:0 to 5:3,Average
lswe,64,67,11,93,,,32,5:0 to 5:3,Average
lswe,64,67,12,96,,,39,5:0 to 5:3,Average
lswe,64,67,13,99,,,47,5:4 to 5:7,Average
lswe,64,67,14,101,,,53,5:4 to 5:7,Average
lswe,64,67,15,103,,,58,5:4 to 5:7,Average
lswe,64,67,16,106,,,66,5:8 to 5:11,Average
lswe,64,67,17,108,,,70,5:8 to 5:11,Average
lswe,64,67,18,110,,,75,5:8 to 5:11,Above Average
lswe,64,67,19,112,,,79,6:0 to 6:5,Above Average
lswe,64,67,20,114,,,82,6:0 to 6:5,Above Average
lswe,64,67,21,116,,,86,6:0 to 6:5,Above Average
lswe,64,67,22,118,,,88,6:0 to 6:5,Above Average
lswe,64,67,23,120,,,91,6:6 to 6:11,Well Above Average
lswe,64,67,24,122,,,93,6:6 to 6:11,Well Above Average
lswe,64,67,25,124,,,95,6:6 to 6:11,Well Above Average
lswe,64,67,26,126,,,96,6:6 to 6:11,Well Above Average
lswe,64,67,27,128,,,97,6:6 to 6:11,Well Above Average
lswe,64,67,28,129,,,97,7:0 to 7:5,Well Above Average
lswe,64,67,29,130,,,98,7:0 to 7:5,Well Above Average
lswe,64,67,30,130,,,98,7:0 to 7:5,Well Above Average
lswe,64,67,31,130,,,98,7:0 to 7:5,Well Above Average
lswe,64,67,32,130,,,98,7:6 to 7:11,Well Above Average
lswe,64,67,33,130,,,98,7:6 to 7:11,Well Above Average
lswe,64,67,34,130,,,98,8:0 to 8:5,Well Above Average
lswe,64,67,35,130,,,98,8:0 to 8:5,Well Above Average
lswe,64,67,36,130,,,98,8:6 to 9:3,Well Above Average
lswe,64,67,37,130,,,98,8:6 to 9:3,Well Above Average
lswe,64,67,38,130,,,98,8:6 to 9:3,Well Above Average
lswe,68,71,0,60,,,0.4,< start age,Significantly Below Average
lswe,68,71,1,63,,,1,< start age,Significantly Below Average
lswe,68,71,2,65,,,1,< start age,Significantly Below Average
lswe,68,71,3,68,,,2,< start age,Significantly Below Average
lswe,68,71,4,71,,,3,< start age,Well Below Average
lswe,68,71,5,73,,,4,< start age,Well Below Average
lswe,68,71,6,76,,,5,< start age,Well Below Average
lswe,68,71,7,78,,,7,< start age,Well Below Average
lswe,68,71,8,81,,,10,< start age,Below Average
lswe,68,71,9,83,,,13,< start age,Below Average
lswe,68,71,10,86,,,18,5:0 to 5:3,Below Average
lswe,68,71,11,88,,,21,5:0 to 5:3,Below Average
lswe,68,71,12,91,,,27,5:0 to 5:3,Average
lswe,68,71,13,93,,,32,5:4 to 5:7,Average
lswe,68,71,14,95,,,37,5:4 to 5:7,Average
lswe,68,71,15,97,,,42,5:4 to 5:7,Average
lswe,68,71,16,100,,,50,5:8 to 5:11,Average
lswe,68,71,17,102,,,55,5:8 to 5:11,Average
lswe,68,71,18,104,,,61,5:8 to 5:11,Average
lswe,68,71,19,106,,,66,6:0 to 6:5,Average
lswe,68,71,20,108,,,70,6:0 to 6:5,Average
lswe,68,71,21,110,,,75,6:0 to 6:5,Above Average
lswe,68,71,22,112,,,79,6:0 to 6:5,Above Average
lswe,68,71,23,114,,,82,6:6 to 6:11,Above Average
lswe,68,71,24,116,,,86,6:6 to 6:11,Above Average
lswe,68,71,25,118,,,88,6:6 to 6:11,Above Average
lswe,68,71,26,120,,,91,6:6 to 6:11,Well Above Average
lswe,68,71,27,121,,,92,6:6 to 6:11,Well Above Average
lswe,68,71,28,123,,,94,7:0 to 7:5,Well Above Average
lswe,68,71,29,125,,,95,7:0 to 7:5,Well Above Average
lswe,68,71,30,126,,,96,7:0 to 7:5,Well Above Average
