norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,prob
age,ddiw,598,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,599,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,600,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,601,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,602,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,603,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,604,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,605,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,606,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,607,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,608,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,609,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,610,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,611,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,612,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,613,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,614,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,615,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,616,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,617,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,618,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,619,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,620,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,621,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,622,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,623,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,624,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,625,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,626,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,627,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,628,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,629,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,630,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,631,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,632,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,633,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,634,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,635,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,636,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,637,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,638,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,639,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,640,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,641,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,642,67,63 - 71,62 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,ddiw,643,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,644,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,645,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,646,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,647,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,648,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,649,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,650,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,651,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,652,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,653,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,654,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,655,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,656,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,657,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,658,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,659,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,660,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,661,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,662,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,663,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,664,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,665,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,666,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,667,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,668,73,69 - 77,68 - 78,4,Well Below Average,Very High Probability of Dyslexia
age,ddiw,669,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,670,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,671,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,672,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,673,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,674,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,675,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,676,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,677,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,678,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,679,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,680,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,681,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,682,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,683,78,74 - 82,73 - 83,7,Well Below Average,Very High Probability of Dyslexia
age,ddiw,684,80,76 - 84,75 - 85,9,Below Average,High Probability of Dyslexia
age,ddiw,685,80,76 - 84,75 - 85,9,Below Average,High Probability of Dyslexia
age,ddiw,686,80,76 - 84,75 - 85,9,Below Average,High Probability of Dyslexia
age,ddiw,687,80,76 - 84,75 - 85,9,Below Average,High Probability of Dyslexia
age,ddiw,688,81,77 - 85,76 - 86,10,Below Average,High Probability of Dyslexia
age,ddiw,689,81,77 - 85,76 - 86,10,Below Average,High Probability of Dyslexia
age,ddiw,690,81,77 - 85,76 - 86,10,Below Average,High Probability of Dyslexia
age,ddiw,691,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,692,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,693,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,694,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,695,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,696,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,697,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,698,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,699,82,78 - 86,77 - 87,12,Below Average,High Probability of Dyslexia
age,ddiw,700,83,79 - 87,78 - 88,13,Below Average,High Probability of Dyslexia
age,ddiw,701,83,79 - 87,78 - 88,13,Below Average,High Probability of Dyslexia
age,ddiw,702,83,79 - 87,78 - 88,13,Below Average,High Probability of Dyslexia
age,ddiw,703,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,704,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,705,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,706,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,707,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,708,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,709,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,710,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,711,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,712,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,713,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,714,84,80 - 88,79 - 89,14,Below Average,High Probability of Dyslexia
age,ddiw,715,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,716,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,717,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,718,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,719,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,720,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,721,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,722,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,723,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,724,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,725,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,726,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,727,86,82 - 90,81 - 91,18,Below Average,High Probability of Dyslexia
age,ddiw,728,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,729,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,730,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,731,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,732,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,733,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,734,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,735,88,84 - 92,83 - 93,21,Below Average,High Probability of Dyslexia
age,ddiw,736,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,737,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,738,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,739,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,740,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,741,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,742,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,743,89,85 - 93,84 - 94,23,Below Average,High Probability of Dyslexia
age,ddiw,744,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,745,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,746,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,747,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,748,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,749,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,750,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,751,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,752,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,753,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,754,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,755,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,756,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,757,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,758,91,87 - 95,86 - 96,27,Average,Low to Moderate Probability of Dyslexia
age,ddiw,759,93,89 - 97,88 - 98,32,Average,Low to Moderate Probability of Dyslexia
age,ddiw,760,93,89 - 97,88 - 98,32,Average,Low to Moderate Probability of Dyslexia
age,ddiw,761,93,89 - 97,88 - 98,32,Average,Low to Moderate Probability of Dyslexia
age,ddiw,762,93,89 - 97,88 - 98,32,Average,Low to Moderate Probability of Dyslexia
age,ddiw,763,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,764,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,765,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,766,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,767,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,768,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,769,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,770,94,90 - 98,89 - 99,34,Average,Low to Moderate Probability of Dyslexia
age,ddiw,771,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,772,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,773,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,774,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,775,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,776,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,777,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,778,95,91 - 99,90 - 100,37,Average,Low to Moderate Probability of Dyslexia
age,ddiw,779,96,92 - 100,91 - 101,39,Average,Low to Moderate Probability of Dyslexia
age,ddiw,780,96,92 - 100,91 - 101,39,Average,Low to Moderate Probability of Dyslexia
age,ddiw,781,96,92 - 100,91 - 101,39,Average,Low to Moderate Probability of Dyslexia
age,ddiw,782,97,93 - 101,92 - 102,42,Average,Low to Moderate Probability of Dyslexia
age,ddiw,783,97,93 - 101,92 - 102,42,Average,Low to Moderate Probability of Dyslexia
age,ddiw,784,97,93 - 101,92 - 102,42,Average,Low to Moderate Probability of Dyslexia
age,ddiw,785,97,93 - 101,92 - 102,42,Average,Low to Moderate Probability of Dyslexia
age,ddiw,786,97,93 - 101,92 - 102,42,Average,Low to Moderate Probability of Dyslexia
age,ddiw,787,97,93 - 101,92 - 102,42,Average,Low to Moderate Probability of Dyslexia
age,ddiw,788,98,94 - 102,93 - 103,45,Average,Low to Moderate Probability of Dyslexia
age,ddiw,789,98,94 - 102,93 - 103,45,Average,Low to Moderate Probability of Dyslexia
age,ddiw,790,98,94 - 102,93 - 103,45,Average,Low to Moderate Probability of Dyslexia
age,ddiw,791,98,94 - 102,93 - 103,45,Average,Low to Moderate Probability of Dyslexia
age,ddiw,792,98,94 - 102,93 - 103,45,Average,Low to Moderate Probability of Dyslexia
