norm_group,test,age_min,age_max,raw,ss,CI90,CI95,percentile,equiv,desc_range
age,LWC,68,71,76,76,68 - 84,66 - 86,5,< Start age,Well Below Average
age,LWC,68,71,77,78,70 - 86,68 - 88,7,< Start age,Well Below Average
age,LWC,68,71,78,79,71 - 87,69 - 89,8,< Start age,Well Below Average
age,LWC,68,71,79,80,72 - 88,70 - 90,9,< Start age,Below Average
age,LWC,68,71,80,82,74 - 90,72 - 92,12,< Start age,Below Average
age,LWC,68,71,81,83,75 - 91,73 - 93,13,< Start age,Below Average
age,LWC,68,71,82,84,76 - 92,74 - 94,14,< Start age,Below Average
age,LWC,68,71,83,85,77 - 93,75 - 95,16,5:0 to 5:3,Below Average
age,LWC,68,71,84,87,79 - 95,77 - 97,19,5:0 to 5:3,Below Average
age,LWC,68,71,85,88,80 - 96,78 - 98,21,5:0 to 5:3,Below Average
age,LWC,68,71,86,89,81 - 97,79 - 99,23,5:0 to 5:3,Below Average
age,LWC,68,71,87,91,83 - 99,81 - 101,27,5:0 to 5:3,Average
age,LWC,68,71,88,92,84 - 100,82 - 102,30,5:0 to 5:3,Average
age,LWC,68,71,89,93,85 - 101,83 - 103,32,5:4 to 5:7,Average
age,LWC,68,71,90,95,87 - 103,85 - 105,37,5:4 to 5:7,Average
age,LWC,68,71,91,96,88 - 104,86 - 106,39,5:4 to 5:7,Average
age,LWC,68,71,92,97,89 - 105,87 - 107,42,5:8 to 5:11,Average
age,LWC,68,71,93,98,90 - 106,88 - 108,45,5:8 to 5:11,Average
age,LWC,68,71,94,100,92 - 108,90 - 110,50,5:8 to 5:11,Average
age,LWC,68,71,95,101,93 - 109,91 - 111,53,5:8 to 5:11,Average
age,LWC,68,71,96,102,94 - 110,92 - 112,55,6:0 to 6:3,Average
age,LWC,68,71,97,104,96 - 112,94 - 114,61,6:0 to 6:3,Average
age,LWC,68,71,98,105,97 - 113,95 - 115,63,6:0 to 6:3,Average
age,LWC,68,71,99,106,98 - 114,96 - 116,66,6:4 to 6:7,Average
age,LWC,68,71,100,108,100 - 116,98 - 118,70,6:4 to 6:7,Average
age,LWC,68,71,101,109,101 - 117,99 - 119,73,6:4 to 6:7,Average
age,LWC,68,71,102,110,102 - 118,100 - 120,75,6:4 to 6:7,Above Average
age,LWC,68,71,103,112,104 - 120,102 - 122,79,6:8 to 6:11,Above Average
age,LWC,68,71,104,113,105 - 121,103 - 123,81,6:8 to 6:11,Above Average
age,LWC,68,71,105,114,106 - 122,104 - 124,82,6:8 to 6:11,Above Average
age,LWC,68,71,106,116,108 - 124,106 - 126,86,7:0 to 7:3,Above Average
age,LWC,68,71,107,117,109 - 125,107 - 127,87,7:0 to 7:3,Above Average
age,LWC,68,71,108,118,110 - 126,108 - 128,88,7:4 to 7:7,Above Average
age,LWC,68,71,109,120,112 - 128,110 - 130,91,7:4 to 7:7,Well Above Average
age,LWC,68,71,110,121,113 - 129,111 - 130,92,7:4 to 7:7,Well Above Average
age,LWC,68,71,111,122,114 - 130,112 - 130,93,7:8 to 7:11,Well Above Average
age,LWC,68,71,112,124,116 - 130,114 - 130,95,7:8 to 7:11,Well Above Average
age,LWC,68,71,113,125,117 - 130,115 - 130,95,8:0 to 8:5,Well Above Average
age,LWC,68,71,114,126,118 - 130,116 - 130,96,8:0 to 8:5,Well Above Average
age,LWC,68,71,115,128,120 - 130,118 - 130,97,8:0 to 8:5,Well Above Average
age,LWC,68,71,116,129,121 - 130,119 - 130,97,8:6 to 8:11,Well Above Average
age,LWC,68,71,117,130,122 - 130,120 - 130,98,8:6 to 8:11,Well Above Average
age,LWC,68,71,118,130,122 - 130,120 - 130,98,8:6 to 8:11,Well Above Average
age,LWC,68,71,119,130,122 - 130,120 - 130,98,9:0 to 9:5,Well Above Average
age,LWC,68,71,120,130,122 - 130,120 - 130,98,9:0 to 9:5,Well Above Average
age,LWC,68,71,121,130,122 - 130,120 - 130,98,9:6 to 9:11,Well Above Average
age,LWC,68,71,122,130,122 - 130,120 - 130,98,9:6 to 9:11,Well Above Average
age,LWC,68,71,123,130,122 - 130,120 - 130,98,10:0 to 10:5,Well Above Average
age,LWC,68,71,124,130,122 - 130,120 - 130,98,10:0 to 10:5,Well Above Average
age,LWC,68,71,125,130,122 - 130,120 - 130,98,10:6 to 10:11,Well Above Average
age,LWC,68,71,126,130,122 - 130,120 - 130,98,11:0 to 11:5,Well Above Average
age,LWC,68,71,127,130,122 - 130,120 - 130,98,11:6 to 11:11,Well Above Average
age,LWC,68,71,128,130,122 - 130,120 - 130,98,13:0 to 13:11,Well Above Average
age,LWC,68,71,129,130,122 - 130,120 - 130,98,13:0 to 13:11,Well Above Average
age,LWC,68,71,130,130,122 - 130,120 - 130,98,14:0 to 14:11,Well Above Average
age,LWC,68,71,131,130,122 - 130,120 - 130,98,14:0 to 14:11,Well Above Average
age,LWC,68,71,132,130,122 - 130,120 - 130,98,15:0 to 16:11,Well Above Average
age,LWC,68,71,133,130,122 - 130,120 - 130,98,15:0 to 16:11,Well Above Average
age,LWC,68,71,134,130,122 - 130,120 - 130,98,15:0 to 16:11,Well Above Average
age,LWC,68,71,135,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,68,71,136,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,68,71,137,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,68,71,138,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,68,71,139,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,68,71,140,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,141,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,142,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,143,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,144,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,145,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,146,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,147,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,148,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,149,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,150,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,151,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,152,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,153,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,154,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,155,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,156,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,157,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,158,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,159,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,160,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,161,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,162,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,163,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,164,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,165,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,166,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,167,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,68,71,168,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,29,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,30,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,31,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,32,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,33,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,34,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,35,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,36,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,37,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,38,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,39,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,40,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,41,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,42,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,43,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,44,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,45,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,46,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,47,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,48,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,72,75,49,41,40 - 49,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,72,75,50,42,40 - 50,40 - 52,<.1,< Start age,Significantly Below Average
age,LWC,72,75,51,44,40 - 52,40 - 54,<.1,< Start age,Significantly Below Average
age,LWC,72,75,52,45,40 - 53,40 - 55,<.1,< Start age,Significantly Below Average
age,LWC,72,75,53,46,40 - 54,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,72,75,54,47,40 - 55,40 - 57,<.1,< Start age,Significantly Below Average
age,LWC,72,75,55,48,40 - 56,40 - 58,<.1,< Start age,Significantly Below Average
age,LWC,72,75,56,49,41 - 57,40 - 59,<.1,< Start age,Significantly Below Average
age,LWC,72,75,57,50,42 - 58,40 - 60,0.1,< Start age,Significantly Below Average
age,LWC,72,75,58,52,44 - 60,42 - 62,0.1,< Start age,Significantly Below Average
age,LWC,72,75,59,53,45 - 61,43 - 63,0.1,< Start age,Significantly Below Average
age,LWC,72,75,60,54,46 - 62,44 - 64,0.1,< Start age,Significantly Below Average
age,LWC,72,75,61,55,47 - 63,45 - 65,0.1,< Start age,Significantly Below Average
age,LWC,72,75,62,56,48 - 64,46 - 66,0.2,< Start age,Significantly Below Average
age,LWC,72,75,63,57,49 - 65,47 - 67,0.2,< Start age,Significantly Below Average
age,LWC,72,75,64,59,51 - 67,49 - 69,0.3,< Start age,Significantly Below Average
age,LWC,72,75,65,60,52 - 68,50 - 70,0.4,< Start age,Significantly Below Average
age,LWC,72,75,66,61,53 - 69,51 - 71,0.5,< Start age,Significantly Below Average
age,LWC,72,75,67,62,54 - 70,52 - 72,1,< Start age,Significantly Below Average
age,LWC,72,75,68,63,55 - 71,53 - 73,1,< Start age,Significantly Below Average
age,LWC,72,75,69,64,56 - 72,54 - 74,1,< Start age,Significantly Below Average
age,LWC,72,75,70,66,58 - 74,56 - 76,1,< Start age,Significantly Below Average
age,LWC,72,75,71,67,59 - 75,57 - 77,1,< Start age,Significantly Below Average
age,LWC,72,75,72,68,60 - 76,58 - 78,2,< Start age,Significantly Below Average
age,LWC,72,75,73,69,61 - 77,59 - 79,2,< Start age,Significantly Below Average
age,LWC,72,75,74,70,62 - 78,60 - 80,2,< Start age,Well Below Average
age,LWC,72,75,75,72,64 - 80,62 - 82,3,< Start age,Well Below Average
age,LWC,72,75,76,73,65 - 81,63 - 83,4,< Start age,Well Below Average
age,LWC,72,75,77,74,66 - 82,64 - 84,4,< Start age,Well Below Average
age,LWC,72,75,78,75,67 - 83,65 - 85,5,< Start age,Well Below Average
age,LWC,72,75,79,77,69 - 85,67 - 87,6,< Start age,Well Below Average
age,LWC,72,75,80,78,70 - 86,68 - 88,7,< Start age,Well Below Average
age,LWC,72,75,81,79,71 - 87,69 - 89,8,< Start age,Well Below Average
age,LWC,72,75,82,80,72 - 88,70 - 90,9,< Start age,Below Average
age,LWC,72,75,83,82,74 - 90,72 - 92,12,5:0 to 5:3,Below Average
age,LWC,72,75,84,83,75 - 91,73 - 93,13,5:0 to 5:3,Below Average
age,LWC,72,75,85,84,76 - 92,74 - 94,14,5:0 to 5:3,Below Average
age,LWC,72,75,86,85,77 - 93,75 - 95,16,5:0 to 5:3,Below Average
age,LWC,72,75,87,87,79 - 95,77 - 97,19,5:0 to 5:3,Below Average
age,LWC,72,75,88,88,80 - 96,78 - 98,21,5:0 to 5:3,Below Average
age,LWC,72,75,89,89,81 - 97,79 - 99,23,5:4 to 5:7,Below Average
age,LWC,72,75,90,90,82 - 98,80 - 100,25,5:4 to 5:7,Average
age,LWC,72,75,91,92,84 - 100,82 - 102,30,5:4 to 5:7,Average
age,LWC,72,75,92,93,85 - 101,83 - 103,32,5:8 to 5:11,Average
age,LWC,72,75,93,94,86 - 102,84 - 104,34,5:8 to 5:11,Average
age,LWC,72,75,94,95,87 - 103,85 - 105,37,5:8 to 5:11,Average
age,LWC,72,75,95,97,89 - 105,87 - 107,42,5:8 to 5:11,Average
age,LWC,72,75,96,98,90 - 106,88 - 108,45,6:0 to 6:3,Average
age,LWC,72,75,97,99,91 - 107,89 - 109,47,6:0 to 6:3,Average
age,LWC,72,75,98,101,93 - 109,91 - 111,53,6:0 to 6:3,Average
age,LWC,72,75,99,102,94 - 110,92 - 112,55,6:4 to 6:7,Average
age,LWC,72,75,100,103,95 - 111,93 - 113,58,6:4 to 6:7,Average
age,LWC,72,75,101,104,96 - 112,94 - 114,61,6:4 to 6:7,Average
age,LWC,72,75,102,106,98 - 114,96 - 116,66,6:4 to 6:7,Average
age,LWC,72,75,103,107,99 - 115,97 - 117,68,6:8 to 6:11,Average
age,LWC,72,75,104,108,100 - 116,98 - 118,70,6:8 to 6:11,Average
age,LWC,72,75,105,110,102 - 118,100 - 120,75,6:8 to 6:11,Above Average
age,LWC,72,75,106,111,103 - 119,101 - 121,77,7:0 to 7:3,Above Average
age,LWC,72,75,107,112,104 - 120,102 - 122,79,7:0 to 7:3,Above Average
age,LWC,72,75,108,113,105 - 121,103 - 123,81,7:4 to 7:7,Above Average
age,LWC,72,75,109,115,107 - 123,105 - 125,84,7:4 to 7:7,Above Average
age,LWC,72,75,110,116,108 - 124,106 - 126,86,7:4 to 7:7,Above Average
age,LWC,72,75,111,117,109 - 125,107 - 127,87,7:8 to 7:11,Above Average
age,LWC,72,75,112,119,111 - 127,109 - 129,90,7:8 to 7:11,Above Average
age,LWC,72,75,113,120,112 - 128,110 - 130,91,8:0 to 8:5,Well Above Average
age,LWC,72,75,114,121,113 - 129,111 - 130,92,8:0 to 8:5,Well Above Average
age,LWC,72,75,115,123,115 - 130,113 - 130,94,8:0 to 8:5,Well Above Average
age,LWC,72,75,116,124,116 - 130,114 - 130,95,8:6 to 8:11,Well Above Average
age,LWC,72,75,117,125,117 - 130,115 - 130,95,8:6 to 8:11,Well Above Average
age,LWC,72,75,118,127,119 - 130,117 - 130,96,8:6 to 8:11,Well Above Average
age,LWC,72,75,119,128,120 - 130,118 - 130,97,9:0 to 9:5,Well Above Average
age,LWC,72,75,120,129,121 - 130,119 - 130,97,9:0 to 9:5,Well Above Average
age,LWC,72,75,121,130,122 - 130,120 - 130,98,9:6 to 9:11,Well Above Average
age,LWC,72,75,122,130,122 - 130,120 - 130,98,9:6 to 9:11,Well Above Average
age,LWC,72,75,123,130,122 - 130,120 - 130,98,10:0 to 10:5,Well Above Average
age,LWC,72,75,124,130,122 - 130,120 - 130,98,10:0 to 10:5,Well Above Average
age,LWC,72,75,125,130,122 - 130,120 - 130,98,10:6 to 10:11,Well Above Average
age,LWC,72,75,126,130,122 - 130,120 - 130,98,11:0 to 11:5,Well Above Average
age,LWC,72,75,127,130,122 - 130,120 - 130,98,11:6 to 11:11,Well Above Average
age,LWC,72,75,128,130,122 - 130,120 - 130,98,13:0 to 13:11,Well Above Average
age,LWC,72,75,129,130,122 - 130,120 - 130,98,13:0 to 13:11,Well Above Average
age,LWC,72,75,130,130,122 - 130,120 - 130,98,14:0 to 14:11,Well Above Average
age,LWC,72,75,131,130,122 - 130,120 - 130,98,14:0 to 14:11,Well Above Average
age,LWC,72,75,132,130,122 - 130,120 - 130,98,15:0 to 16:11,Well Above Average
age,LWC,72,75,133,130,122 - 130,120 - 130,98,15:0 to 16:11,Well Above Average
age,LWC,72,75,134,130,122 - 130,120 - 130,98,15:0 to 16:11,Well Above Average
age,LWC,72,75,135,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,72,75,136,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,72,75,137,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,72,75,138,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,72,75,139,130,122 - 130,120 - 130,98,17:0 to 18:11,Well Above Average
age,LWC,72,75,140,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,141,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,142,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,143,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,144,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,145,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,146,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,147,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,148,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,149,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,150,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,151,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,152,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,153,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,154,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,155,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,156,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,157,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,158,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,159,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,160,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,161,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,162,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,163,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,164,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,165,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,166,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,167,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,72,75,168,130,122 - 130,120 - 130,98,> stop age,Well Above Average
age,LWC,76,79,29,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,30,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,31,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,32,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,33,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,34,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,35,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,36,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,37,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,38,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,39,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,40,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,41,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,42,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,43,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,44,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,45,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,46,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,47,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,48,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,49,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,50,40,40 - 48,40 - 50,<.1,< Start age,Significantly Below Average
age,LWC,76,79,51,42,40 - 50,40 - 52,<.1,< Start age,Significantly Below Average
age,LWC,76,79,52,43,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,LWC,76,79,53,44,40 - 52,40 - 54,<.1,< Start age,Significantly Below Average
age,LWC,76,79,54,45,40 - 53,40 - 55,<.1,< Start age,Significantly Below Average
age,LWC,76,79,55,46,40 - 54,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,76,79,56,47,40 - 55,40 - 57,<.1,< Start age,Significantly Below Average
age,LWC,76,79,57,48,40 - 56,40 - 58,<.1,< Start age,Significantly Below Average
age,LWC,76,79,58,49,41 - 57,40 - 59,<.1,< Start age,Significantly Below Average
age,LWC,76,79,59,50,42 - 58,40 - 60,0.1,< Start age,Significantly Below Average
age,LWC,76,79,60,51,43 - 59,41 - 61,0.1,< Start age,Significantly Below Average
age,LWC,76,79,61,53,45 - 61,43 - 63,0.1,< Start age,Significantly Below Average
age,LWC,76,79,62,54,46 - 62,44 - 64,0.1,< Start age,Significantly Below Average
age,LWC,76,79,63,55,47 - 63,45 - 65,0.1,< Start age,Significantly Below Average
age,LWC,76,79,64,56,48 - 64,46 - 66,0.2,< Start age,Significantly Below Average
age,LWC,76,79,65,57,49 - 65,47 - 67,0.2,< Start age,Significantly Below Average
age,LWC,76,79,66,58,50 - 66,48 - 68,0.3,< Start age,Significantly Below Average
age,LWC,76,79,67,59,51 - 67,49 - 69,0.3,< Start age,Significantly Below Average
age,LWC,76,79,68,60,52 - 68,50 - 70,0.4,< Start age,Significantly Below Average
age,LWC,76,79,69,62,54 - 70,52 - 72,1,< Start age,Significantly Below Average
age,LWC,76,79,70,63,55 - 71,53 - 73,1,< Start age,Significantly Below Average
age,LWC,76,79,71,64,56 - 72,54 - 74,1,< Start age,Significantly Below Average
